iid,id,gender,wave,pid,match,int_corr,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,income,goal,date,go_out,career,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,date_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
139,4,1,6,133,0,0.25,24,4,12.77,19.15,17.02,17.02,14.89,19.15,0,6.00,5.00,5.00,6.00,6.00,7.00,7.00,7.00,2,37,engineering,5.00,,4,6,,1,6,3,engineering professional,8,19.61,19.61,15.69,19.61,11.76,13.73,8,8,9,9,6,,,,,,1,6.00,8.00,10.00,6.00,8.00,,6.00,7.00,2,2.00,23.81,23.81,14.29,23.81,2.38,11.90,8.00,10.00,10.00,10,7,7,,,,,,,21.43,21.43,14.29,21.43,9.52,11.90,10,9,6,7,2,7,19.61,19.61,17.65,17.65,11.76,13.73,8,9,9,9,7,,,,,0,18.60,18.60,20.93,20.93,6.98,13.95,,,,,,,9,9,9,9,7,8,8,8,8,8,4,,8,8,8,8,5,,,,,
139,4,1,6,134,0,0.15,23,2,6.67,20.00,20.00,17.78,20.00,15.56,0,7.00,7.00,8.00,5.00,8.00,5.00,6.00,6.00,2,37,engineering,5.00,,4,6,,1,6,3,engineering professional,8,19.61,19.61,15.69,19.61,11.76,13.73,8,8,9,9,6,,,,,,1,7.00,9.00,9.00,7.00,6.00,,7.00,6.00,2,2.00,23.81,23.81,14.29,23.81,2.38,11.90,8.00,10.00,10.00,10,7,7,,,,,,,21.43,21.43,14.29,21.43,9.52,11.90,10,9,6,7,2,7,19.61,19.61,17.65,17.65,11.76,13.73,8,9,9,9,7,,,,,0,18.60,18.60,20.93,20.93,6.98,13.95,,,,,,,9,9,9,9,7,8,8,8,8,8,4,,8,8,8,8,5,,,,,
139,4,1,6,135,0,0.28,26,2,18.18,22.73,18.18,13.64,13.64,13.64,1,7.00,8.00,,8.00,4.00,6.00,6.00,,2,37,engineering,5.00,,4,6,,1,6,3,engineering professional,8,19.61,19.61,15.69,19.61,11.76,13.73,8,8,9,9,6,,,,,,0,6.00,,,6.00,5.00,,6.00,7.00,2,2.00,23.81,23.81,14.29,23.81,2.38,11.90,8.00,10.00,10.00,10,7,7,,,,,,,21.43,21.43,14.29,21.43,9.52,11.90,10,9,6,7,2,7,19.61,19.61,17.65,17.65,11.76,13.73,8,9,9,9,7,,,,,0,18.60,18.60,20.93,20.93,6.98,13.95,,,,,,,9,9,9,9,7,8,8,8,8,8,4,,8,8,8,8,5,,,,,
139,4,1,6,136,0,,,,,,,,,,0,3.00,8.00,8.00,5.00,8.00,1.00,5.00,1.00,2,37,engineering,5.00,,4,6,,1,6,3,engineering professional,8,19.61,19.61,15.69,19.61,11.76,13.73,8,8,9,9,6,,,,,,1,8.00,8.00,,8.00,8.00,,8.00,8.00,2,2.00,23.81,23.81,14.29,23.81,2.38,11.90,8.00,10.00,10.00,10,7,7,,,,,,,21.43,21.43,14.29,21.43,9.52,11.90,10,9,6,7,2,7,19.61,19.61,17.65,17.65,11.76,13.73,8,9,9,9,7,,,,,0,18.60,18.60,20.93,20.93,6.98,13.95,,,,,,,9,9,9,9,7,8,8,8,8,8,4,,8,8,8,8,5,,,,,
140,6,1,6,132,1,0.13,27,2,16.67,16.67,16.67,16.67,16.67,16.67,1,8.00,9.00,9.00,9.00,9.00,8.00,9.00,7.00,1,29,MBA,8.00,,2,5,,1,5,2,Investment Banking,9,15.56,17.78,17.78,15.56,15.56,17.78,7,7,9,8,8,,,,,,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,1,2.00,20.00,15.56,17.78,17.78,13.33,15.56,7.00,6.00,8.00,8,8,6,,,,,,,20.51,15.38,17.95,17.95,12.82,15.38,7,7,7,7,6,7,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6,1,6,133,0,-0.35,24,4,12.77,19.15,17.02,17.02,14.89,19.15,0,8.00,7.00,7.00,8.00,8.00,7.00,7.00,6.00,2,29,MBA,8.00,,2,5,,1,5,2,Investment Banking,9,15.56,17.78,17.78,15.56,15.56,17.78,7,7,9,8,8,,,,,,0,5.00,9.00,8.00,6.00,8.00,6.00,6.00,6.00,2,2.00,20.00,15.56,17.78,17.78,13.33,15.56,7.00,6.00,8.00,8,8,6,,,,,,,20.51,15.38,17.95,17.95,12.82,15.38,7,7,7,7,6,7,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6,1,6,134,0,-0.09,23,2,6.67,20.00,20.00,17.78,20.00,15.56,1,8.00,9.00,9.00,9.00,10.00,7.00,8.00,9.00,2,29,MBA,8.00,,2,5,,1,5,2,Investment Banking,9,15.56,17.78,17.78,15.56,15.56,17.78,7,7,9,8,8,,,,,,0,6.50,8.00,7.50,7.00,7.00,,6.50,7.00,2,2.00,20.00,15.56,17.78,17.78,13.33,15.56,7.00,6.00,8.00,8,8,6,,,,,,,20.51,15.38,17.95,17.95,12.82,15.38,7,7,7,7,6,7,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6,1,6,135,1,-0.34,26,2,18.18,22.73,18.18,13.64,13.64,13.64,1,8.00,8.00,8.00,8.00,,,8.00,7.00,2,29,MBA,8.00,,2,5,,1,5,2,Investment Banking,9,15.56,17.78,17.78,15.56,15.56,17.78,7,7,9,8,8,,,,,,1,6.50,8.00,8.00,7.00,7.00,7.00,7.00,7.00,2,2.00,20.00,15.56,17.78,17.78,13.33,15.56,7.00,6.00,8.00,8,8,6,,,,,,,20.51,15.38,17.95,17.95,12.82,15.38,7,7,7,7,6,7,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6,1,6,136,0,,,,,,,,,,0,8.00,8.00,8.00,8.00,8.00,8.00,8.00,1.00,1,29,MBA,8.00,,2,5,,1,5,2,Investment Banking,9,15.56,17.78,17.78,15.56,15.56,17.78,7,7,9,8,8,,,,,,0,5.00,5.00,6.00,8.00,6.00,8.00,6.50,7.00,1,2.00,20.00,15.56,17.78,17.78,13.33,15.56,7.00,6.00,8.00,8,8,6,,,,,,,20.51,15.38,17.95,17.95,12.82,15.38,7,7,7,7,6,7,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10,1,6,132,0,0.05,27,2,16.67,16.67,16.67,16.67,16.67,16.67,0,5.00,8.00,8.00,8.00,7.00,7.00,7.00,7.00,1,28,MBA,8.00,,3,4,,1,6,2,MBA,8,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1,8.00,7.00,7.00,7.00,7.00,8.00,7.00,7.00,1,2.00,20.93,20.93,18.60,18.60,4.65,16.28,7.00,8.00,8.00,8,7,5,,,,,,,19.15,19.15,17.02,17.02,10.64,17.02,8,8,9,9,7,7,16.33,18.37,18.37,18.37,14.29,14.29,7,8,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10,1,6,133,0,0.19,24,4,12.77,19.15,17.02,17.02,14.89,19.15,0,5.00,6.00,5.00,7.00,5.00,6.00,5.00,5.00,2,28,MBA,8.00,,3,4,,1,6,2,MBA,8,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1,6.00,10.00,9.00,9.00,6.00,5.00,8.00,8.00,2,2.00,20.93,20.93,18.60,18.60,4.65,16.28,7.00,8.00,8.00,8,7,5,,,,,,,19.15,19.15,17.02,17.02,10.64,17.02,8,8,9,9,7,7,16.33,18.37,18.37,18.37,14.29,14.29,7,8,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10,1,6,134,0,-0.10,23,2,6.67,20.00,20.00,17.78,20.00,15.56,0,6.00,5.00,6.00,5.00,6.00,4.00,5.00,2.00,2,28,MBA,8.00,,3,4,,1,6,2,MBA,8,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1,7.00,8.00,8.00,7.00,6.00,5.00,7.00,7.00,2,2.00,20.93,20.93,18.60,18.60,4.65,16.28,7.00,8.00,8.00,8,7,5,,,,,,,19.15,19.15,17.02,17.02,10.64,17.02,8,8,9,9,7,7,16.33,18.37,18.37,18.37,14.29,14.29,7,8,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10,1,6,135,1,-0.01,26,2,18.18,22.73,18.18,13.64,13.64,13.64,1,7.00,,,8.00,8.00,,6.00,5.00,2,28,MBA,8.00,,3,4,,1,6,2,MBA,8,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1,8.00,9.00,8.00,8.00,6.00,5.00,8.00,8.00,2,2.00,20.93,20.93,18.60,18.60,4.65,16.28,7.00,8.00,8.00,8,7,5,,,,,,,19.15,19.15,17.02,17.02,10.64,17.02,8,8,9,9,7,7,16.33,18.37,18.37,18.37,14.29,14.29,7,8,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10,1,6,136,0,,,,,,,,,,0,6.00,8.00,8.00,8.00,8.00,8.00,8.00,1.00,1,28,MBA,8.00,,3,4,,1,6,2,MBA,8,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,0,3.00,7.00,8.00,4.00,8.00,4.00,4.00,7.00,2,2.00,20.93,20.93,18.60,18.60,4.65,16.28,7.00,8.00,8.00,8,7,5,,,,,,,19.15,19.15,17.02,17.02,10.64,17.02,8,8,9,9,7,7,16.33,18.37,18.37,18.37,14.29,14.29,7,8,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,0,7,158,0,0.35,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,10.00,8.00,8.00,7.00,7.00,5.00,9.00,5.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,0,4.00,5.00,6.00,4.00,6.00,4.00,4.00,9.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,159,1,-0.57,28,2,15.91,20.45,20.45,20.45,11.36,11.36,1,7.00,7.00,7.00,6.00,,4.00,7.00,5.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,5.00,10.00,9.00,8.00,7.00,5.00,9.00,9.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,160,0,-0.15,29,1,16.00,18.00,18.00,18.00,14.00,16.00,0,6.00,9.00,8.00,7.00,9.00,,6.00,7.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,8.00,8.00,8.00,8.00,10.00,6.00,8.00,7.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,161,0,-0.01,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,8.00,7.00,8.00,7.00,6.00,4.00,7.00,6.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,10.00,10.00,9.00,8.00,8.00,7.00,9.00,8.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,162,0,-0.24,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,6.00,7.00,7.00,6.00,6.00,5.00,5.00,5.00,1,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,8.00,10.00,9.00,8.00,8.00,5.00,8.00,6.00,1,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,163,0,-0.43,26,2,12.00,20.00,20.00,20.00,16.00,12.00,0,7.00,7.00,7.00,5.00,6.00,5.00,6.00,2.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,6.00,8.00,8.00,8.00,8.00,7.00,8.00,10.00,1,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,164,0,-0.59,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,8.00,7.00,9.00,7.00,,,6.00,3.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,8.00,9.00,10.00,8.00,5.00,6.00,7.00,6.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,165,0,-0.40,30,2,16.67,12.50,20.83,18.75,12.50,18.75,0,8.00,8.00,9.00,7.00,8.00,6.00,6.00,3.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,0,6.00,8.00,7.00,6.00,5.00,7.00,7.00,2.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,166,0,-0.21,26,6,27.78,19.44,19.44,27.78,2.78,2.78,0,4.00,4.00,8.00,4.00,,,5.00,2.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,0,8.00,6.00,6.00,8.00,9.00,5.00,5.00,5.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,167,1,-0.63,23,2,18.60,13.95,18.60,16.28,16.28,16.28,1,7.00,6.00,7.00,6.00,4.00,4.00,6.00,4.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,168,1,-0.50,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,8.00,8.00,7.00,7.00,7.00,8.00,8.00,9.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,6.00,9.00,9.00,10.00,9.00,10.00,10.00,10.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,169,1,-0.59,28,2,17.78,20.00,17.78,15.56,15.56,13.33,1,8.00,8.00,9.00,8.00,7.00,8.00,8.00,7.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,170,0,-0.27,28,4,16.28,20.93,18.60,18.60,13.95,11.63,1,7.00,7.00,7.00,7.00,5.00,7.00,7.00,6.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,0,4.00,7.00,7.00,9.00,8.00,7.00,9.00,10.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,171,1,-0.36,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,7.00,8.00,9.00,9.00,8.00,7.00,7.00,7.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,4.00,10.00,9.00,5.00,6.00,2.00,7.00,10.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,172,1,0.04,27,2,17.78,17.78,22.22,20.00,15.56,6.67,1,8.00,7.00,6.00,7.00,7.00,6.00,6.00,6.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,8.00,7.00,8.00,8.00,8.00,8.00,8.00,8.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
142,1,0,7,173,1,-0.21,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,8.00,7.00,7.00,7.00,5.00,5.00,7.00,5.00,2,24,political science,13.00,,2,1,50,745.00,1,5,2,professor,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,6.00,4.00,8.00,9.00,9.00,9.00,8.00,7.00,0,,14.58,16.67,20.83,20.83,14.58,12.50,9.00,10.00,10.00,9,8,8,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,0,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,
143,2,0,7,158,0,0.34,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,6.00,8.00,9.00,6.00,8.00,7.00,7.00,5.00,2,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,0,5.00,6.00,8.00,6.00,7.00,,5.00,5.00,0,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,7,159,0,0.55,28,2,15.91,20.45,20.45,20.45,11.36,11.36,0,5.00,7.00,7.00,5.00,4.00,4.00,5.00,5.00,2,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,0,4.00,6.00,8.00,5.00,,5.00,5.00,5.00,0,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,7,160,0,0.01,29,1,16.00,18.00,18.00,18.00,14.00,16.00,0,4.00,9.00,7.00,5.00,8.00,3.00,4.00,5.00,2,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,0,5.00,5.00,7.00,8.00,7.00,4.00,5.00,5.00,0,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,7,161,0,-0.15,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,5.00,10.00,8.00,5.00,10.00,6.00,4.00,5.00,2,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,1,5.00,6.00,8.00,9.00,8.00,6.00,8.00,5.00,0,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,7,162,0,0.58,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,3.00,6.00,6.00,2.00,7.00,2.00,3.00,4.00,2,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,0,6.00,7.00,9.00,8.00,9.00,,7.00,4.00,0,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,7,163,0,0.61,26,2,12.00,20.00,20.00,20.00,16.00,12.00,0,5.00,8.00,7.00,6.00,6.00,4.00,5.00,2.00,1,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,1,9.00,8.00,9.00,8.00,9.00,8.00,8.00,6.00,1,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,7,164,0,0.47,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,4.00,9.00,9.00,5.00,,,6.00,2.00,2,33,Law,1.00,,2,6,,2,7,4,law,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,1,8.00,7.00,9.00,8.00,8.00,,8.00,5.00,0,3.00,,,,,,,,,,,,5,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
